40.75,-73.991,348542,,"{location: new google.maps.LatLng(40.75,-73.991), weight: 348542},"
40.749,-73.992,266830,,"{location: new google.maps.LatLng(40.749,-73.992), weight: 266830},"
40.75,-73.995,245689,,"{location: new google.maps.LatLng(40.75,-73.995), weight: 245689},"
40.751,-73.991,224206,,"{location: new google.maps.LatLng(40.751,-73.991), weight: 224206},"
40.774,-73.871,166158,,"{location: new google.maps.LatLng(40.774,-73.871), weight: 166158},"
40.75,-73.992,146037,,"{location: new google.maps.LatLng(40.75,-73.992), weight: 146037},"
40.762,-73.979,143131,,"{location: new google.maps.LatLng(40.762,-73.979), weight: 143131},"
40.757,-73.99,140091,,"{location: new google.maps.LatLng(40.757,-73.99), weight: 140091},"
40.756,-73.991,126453,,"{location: new google.maps.LatLng(40.756,-73.991), weight: 126453},"
40.774,-73.873,125701,,"{location: new google.maps.LatLng(40.774,-73.873), weight: 125701},"
40.752,-73.977,121361,,"{location: new google.maps.LatLng(40.752,-73.977), weight: 121361},"
40.753,-73.979,112529,,"{location: new google.maps.LatLng(40.753,-73.979), weight: 112529},"
40.764,-73.973,101786,,"{location: new google.maps.LatLng(40.764,-73.973), weight: 101786},"
40.756,-73.975,101298,,"{location: new google.maps.LatLng(40.756,-73.975), weight: 101298},"
40.754,-73.978,99806,,"{location: new google.maps.LatLng(40.754,-73.978), weight: 99806},"
40.752,-73.975,99763,,"{location: new google.maps.LatLng(40.752,-73.975), weight: 99763},"
40.751,-73.978,99449,,"{location: new google.maps.LatLng(40.751,-73.978), weight: 99449},"
40.751,-73.99,98896,,"{location: new google.maps.LatLng(40.751,-73.99), weight: 98896},"
40.742,-74.004,96658,,"{location: new google.maps.LatLng(40.742,-74.004), weight: 96658},"
40.768,-73.862,96365,,"{location: new google.maps.LatLng(40.768,-73.862), weight: 96365},"
40.779,-73.954,94021,,"{location: new google.maps.LatLng(40.779,-73.954), weight: 94021},"
40.768,-73.982,93699,,"{location: new google.maps.LatLng(40.768,-73.982), weight: 93699},"
40.742,-74.005,92789,,"{location: new google.maps.LatLng(40.742,-74.005), weight: 92789},"
40.74,-74.006,92686,,"{location: new google.maps.LatLng(40.74,-74.006), weight: 92686},"
40.752,-73.978,90205,,"{location: new google.maps.LatLng(40.752,-73.978), weight: 90205},"
40.715,-74.014,89731,,"{location: new google.maps.LatLng(40.715,-74.014), weight: 89731},"
40.749,-73.991,89480,,"{location: new google.maps.LatLng(40.749,-73.991), weight: 89480},"
40.748,-73.985,89017,,"{location: new google.maps.LatLng(40.748,-73.985), weight: 89017},"
40.758,-73.989,86480,,"{location: new google.maps.LatLng(40.758,-73.989), weight: 86480},"
40.752,-73.976,84435,,"{location: new google.maps.LatLng(40.752,-73.976), weight: 84435},"
40.753,-73.975,82970,,"{location: new google.maps.LatLng(40.753,-73.975), weight: 82970},"
