Pickup_Latitude,Pickup_Longitude,Dropoff_Lattitude,Dropoff_Longitude,Counts
40.763,-73.978,40.761,-73.984,130
40.763,-73.978,40.768,-73.956,130
40.764,-73.959,40.783,-73.957,130
40.764,-73.967,40.745,-73.981,130
40.764,-73.971,40.765,-73.964,130
40.764,-73.973,40.725,-73.997,130
40.764,-73.973,40.764,-73.962,130
40.764,-73.981,40.751,-73.983,130
40.764,-73.989,40.761,-73.998,130
40.764,-73.996,40.769,-73.996,130
40.765,-73.958,40.78,-73.956,130
40.765,-73.966,40.773,-73.965,130
40.765,-73.97,40.781,-73.957,130
40.765,-73.973,40.751,-73.99,130
40.765,-73.973,40.769,-73.982,130
40.765,-73.977,40.779,-73.962,130
40.765,-73.981,40.757,-74.001,130
40.765,-73.981,40.761,-73.983,130
40.765,-73.981,40.771,-73.866,130
40.765,-73.982,40.761,-74.003,130
40.765,-73.984,40.777,-73.989,130
40.766,-73.953,40.768,-73.964,130
40.766,-73.954,40.762,-73.97,130
40.766,-73.954,40.763,-73.97,130
40.766,-73.955,40.758,-73.969,130
40.766,-73.961,40.753,-73.975,130
40.766,-73.964,40.76,-73.97,130
40.766,-73.964,40.76,-73.976,130
40.766,-73.967,40.775,-73.961,130
40.766,-73.968,40.785,-73.954,130
40.766,-73.976,40.78,-73.973,130
40.767,-73.954,40.759,-73.96,130
40.767,-73.954,40.764,-73.976,130
40.767,-73.954,40.766,-73.965,130
40.767,-73.954,40.769,-73.964,130
40.767,-73.954,40.775,-73.951,130
40.767,-73.954,40.785,-73.956,130
40.767,-73.956,40.777,-73.955,130
40.767,-73.957,40.756,-73.979,130
40.767,-73.963,40.759,-73.971,130
40.767,-73.963,40.759,-73.973,130
40.767,-73.979,40.749,-73.992,130
40.767,-73.983,40.769,-73.988,130
40.767,-73.983,40.773,-73.982,130
40.768,-73.956,40.762,-73.971,130
40.768,-73.959,40.745,-73.976,130
40.768,-73.959,40.759,-73.965,130
40.768,-73.966,40.784,-73.954,130
40.768,-73.968,40.774,-73.963,130
40.768,-73.981,40.759,-73.977,130
40.768,-73.981,40.781,-73.98,130
40.768,-73.982,40.76,-73.973,130
40.768,-73.982,40.762,-73.988,130
40.768,-73.982,40.765,-73.973,130
40.768,-73.982,40.783,-73.973,130
40.768,-73.986,40.761,-73.987,130
40.769,-73.863,40.732,-73.999,130
40.769,-73.863,40.75,-73.98,130
40.769,-73.863,40.772,-73.982,130
40.769,-73.863,40.775,-73.954,130
40.769,-73.961,40.775,-73.959,130
40.769,-73.982,40.752,-73.975,130
40.769,-73.982,40.761,-73.969,130
40.769,-73.982,40.777,-73.983,130
40.77,-73.864,40.781,-73.946,130
40.77,-73.969,40.76,-73.976,130
40.77,-73.969,40.762,-73.975,130
40.77,-73.982,40.756,-73.979,130
40.77,-73.988,40.782,-73.979,130
40.771,-73.95,40.758,-73.969,130
40.771,-73.957,40.766,-73.961,130
40.771,-73.96,40.76,-73.97,130
40.771,-73.96,40.785,-73.949,130
40.771,-73.964,40.76,-73.971,130
40.771,-73.966,40.774,-73.964,130
40.771,-73.968,40.765,-73.973,130
40.771,-73.982,40.752,-73.99,130
40.771,-73.982,40.761,-73.976,130
40.772,-73.947,40.764,-73.969,130
40.772,-73.947,40.766,-73.954,130
40.772,-73.953,40.749,-73.992,130
40.772,-73.953,40.783,-73.953,130
40.772,-73.956,40.764,-73.96,130
40.772,-73.959,40.783,-73.958,130
40.772,-73.967,40.764,-73.974,130
40.772,-73.983,40.756,-73.991,130
40.772,-73.987,40.78,-73.982,130
40.773,-73.955,40.752,-73.971,130
40.773,-73.958,40.763,-73.968,130
40.773,-73.967,40.764,-73.974,130
40.773,-73.982,40.782,-73.981,130
40.774,-73.871,40.706,-74.009,130
40.774,-73.871,40.746,-73.978,130
40.774,-73.871,40.775,-73.954,130
40.774,-73.873,40.745,-73.957,130
40.774,-73.873,40.747,-73.986,130
40.774,-73.873,40.749,-73.975,130
40.774,-73.874,40.757,-73.973,130
40.774,-73.875,40.704,-74.013,130
40.774,-73.875,40.748,-73.978,130
40.774,-73.875,40.764,-73.977,130
40.774,-73.958,40.779,-73.955,130
40.774,-73.962,40.764,-73.967,130
40.774,-73.981,40.768,-73.969,130
40.775,-73.954,40.732,-73.985,130
40.775,-73.954,40.765,-73.958,130
40.775,-73.957,40.78,-73.947,130
40.775,-73.959,40.758,-73.971,130
40.775,-73.963,40.768,-73.982,130
40.775,-73.963,40.772,-73.983,130
40.775,-73.963,40.786,-73.953,130
40.775,-73.963,40.805,-73.939,130
40.776,-73.962,40.788,-73.954,130
40.777,-73.952,40.767,-73.955,130
40.777,-73.955,40.784,-73.952,130
40.777,-73.979,40.763,-73.983,130
40.777,-73.979,40.763,-73.989,130
40.777,-73.982,40.77,-73.984,130
40.778,-73.952,40.752,-73.971,130
40.778,-73.952,40.765,-73.966,130
40.778,-73.952,40.766,-73.954,130
40.778,-73.959,40.768,-73.968,130
40.778,-73.982,40.75,-73.991,130
40.778,-73.982,40.789,-73.967,130
40.779,-73.945,40.766,-73.955,130
40.779,-73.945,40.784,-73.957,130
40.779,-73.954,40.774,-73.955,130
40.779,-73.954,40.781,-73.948,130
40.779,-73.955,40.773,-73.948,130
40.779,-73.956,40.771,-73.959,130
40.779,-73.956,40.779,-73.948,130
40.779,-73.956,40.781,-73.946,130
40.779,-73.962,40.767,-73.978,130
40.779,-73.982,40.785,-73.979,130
40.78,-73.947,40.789,-73.953,130
40.78,-73.953,40.79,-73.946,130
40.78,-73.956,40.793,-73.95,130
40.78,-73.957,40.787,-73.952,130
40.78,-73.96,40.787,-73.954,130
40.781,-73.959,40.778,-73.955,130
40.781,-73.961,40.751,-73.991,130
40.781,-73.982,40.775,-73.982,130
40.782,-73.949,40.768,-73.956,130
40.782,-73.956,40.776,-73.956,130
40.783,-73.948,40.75,-73.991,130
40.783,-73.948,40.777,-73.955,130
40.783,-73.953,40.767,-73.957,130
40.783,-73.953,40.78,-73.956,130
40.783,-73.955,40.76,-73.976,130
40.784,-73.98,40.78,-73.962,130
40.785,-73.954,40.759,-73.972,130
40.785,-73.97,40.781,-73.962,130
40.785,-73.979,40.77,-73.982,130
40.786,-73.953,40.772,-73.961,130
40.786,-73.978,40.782,-73.981,130
40.788,-73.971,40.784,-73.974,130
40.788,-73.975,40.783,-73.981,130
40.788,-73.975,40.792,-73.972,130
40.789,-73.976,40.75,-73.995,130
40.789,-73.978,40.774,-73.981,130
40.791,-73.969,40.776,-73.982,130
40.791,-73.974,40.776,-73.982,130
40.793,-73.967,40.788,-73.971,130
40.794,-73.967,40.781,-73.981,130
40.794,-73.972,40.81,-73.959,130
40.795,-73.966,40.786,-73.977,130
40.795,-73.966,40.79,-73.97,130
40.799,-73.963,40.794,-73.967,130
40.799,-73.969,40.774,-73.982,130
40.8,-73.968,40.806,-73.965,130
40.802,-73.961,40.794,-73.967,130
40.802,-73.968,40.788,-73.977,130
40.802,-73.968,40.794,-73.972,130
40.803,-73.968,40.775,-73.982,130
40.804,-73.967,40.78,-73.981,130
40.645,-73.782,40.749,-73.974,129
40.645,-73.782,40.751,-73.977,129
40.645,-73.782,40.764,-73.969,129
40.645,-73.782,40.766,-73.983,129
40.645,-73.782,40.782,-73.976,129
40.647,-73.79,40.666,-73.807,129
40.647,-73.79,40.751,-73.985,129
40.649,-73.785,40.756,-73.973,129
40.704,-74.007,40.703,-74.014,129
40.71,-74.015,40.743,-74.008,129
40.711,-74.016,40.751,-73.974,129
40.712,-74.01,40.707,-74.012,129
40.713,-74.004,40.715,-74.016,129
40.715,-74.016,40.719,-74.01,129
40.715,-74.016,40.719,-74.011,129
40.716,-74.011,40.708,-74.012,129
40.716,-74.015,40.729,-74.011,129
40.718,-74,40.724,-74.008,129
40.719,-74.009,40.727,-74.007,129
40.721,-74.01,40.716,-74.016,129
40.721,-74.01,40.774,-73.873,129
40.722,-73.984,40.731,-73.983,129
40.722,-73.989,40.743,-73.98,129
40.722,-73.997,40.756,-73.983,129
40.723,-73.988,40.738,-73.978,129
40.723,-74.005,40.737,-73.997,129
40.723,-74.005,40.75,-73.991,129
40.724,-73.988,40.724,-73.979,129
40.724,-73.988,40.744,-73.973,129
40.724,-73.996,40.731,-73.989,129
40.724,-73.997,40.734,-73.99,129
40.725,-73.996,40.722,-73.986,129
40.726,-73.984,40.721,-73.987,129
40.726,-73.995,40.742,-73.985,129
40.726,-73.997,40.75,-73.991,129
40.726,-74.004,40.751,-73.978,129
40.727,-73.994,40.715,-74.014,129
40.727,-74,40.742,-74.004,129
40.728,-74.002,40.723,-73.988,129
40.729,-73.984,40.737,-73.979,129
40.729,-73.987,40.723,-73.983,129
40.73,-73.981,40.722,-73.986,129
40.73,-73.987,40.722,-73.987,129
40.73,-73.99,40.731,-74.001,129
40.73,-74.002,40.742,-74.004,129
40.731,-73.982,40.726,-73.984,129
40.731,-73.983,40.748,-73.973,129
40.731,-73.983,40.75,-73.969,129
40.731,-73.989,40.747,-73.977,129
40.731,-73.991,40.75,-73.979,129
40.731,-73.992,40.734,-74.002,129
40.731,-73.992,40.75,-73.991,129
40.732,-73.982,40.747,-73.971,129
40.732,-73.988,40.721,-73.988,129
40.732,-73.988,40.723,-73.983,129
40.732,-74.001,40.738,-73.991,129
40.733,-73.987,40.735,-73.98,129
40.733,-73.987,40.756,-73.971,129
40.733,-74,40.729,-73.989,129
40.733,-74.006,40.738,-74.009,129
40.733,-74.007,40.756,-73.991,129
40.734,-73.981,40.744,-73.976,129
40.734,-73.989,40.725,-73.981,129
40.734,-73.99,40.774,-73.873,129
40.734,-73.991,40.74,-74.005,129
40.734,-73.999,40.726,-73.978,129
40.734,-73.999,40.728,-73.991,129
40.734,-73.999,40.733,-74.007,129
40.734,-73.999,40.742,-74.005,129
40.734,-74.006,40.73,-73.987,129
40.735,-73.99,40.744,-73.988,129
40.735,-73.99,40.75,-73.988,129
40.735,-73.992,40.739,-74.001,129
40.735,-73.999,40.743,-73.987,129
40.735,-74,40.75,-73.995,129
40.736,-73.989,40.741,-73.986,129
40.736,-73.989,40.756,-73.975,129
40.736,-74.006,40.741,-73.988,129
40.737,-73.978,40.764,-73.954,129
40.737,-73.985,40.746,-73.978,129
40.737,-73.989,40.742,-73.975,129
40.737,-73.989,40.744,-73.98,129
40.737,-73.989,40.748,-73.985,129
40.737,-73.989,40.758,-73.963,129
40.737,-73.993,40.73,-74.001,129
40.737,-73.997,40.722,-73.987,129
40.738,-73.981,40.723,-73.988,129
40.738,-73.981,40.737,-73.99,129
40.738,-73.984,40.745,-73.978,129
40.738,-73.988,40.734,-73.991,129
40.738,-73.988,40.741,-74.008,129
40.738,-73.988,40.744,-73.977,129
40.738,-73.988,40.746,-73.972,129
40.738,-73.988,40.749,-73.974,129
40.738,-73.988,40.751,-73.991,129
40.738,-73.992,40.755,-73.984,129
40.739,-73.987,40.733,-73.996,129
40.739,-73.991,40.725,-73.997,129
40.739,-74.008,40.749,-74.003,129
40.74,-73.986,40.752,-73.978,129
40.74,-73.987,40.72,-74.01,129
40.74,-73.987,40.737,-73.974,129
40.74,-73.987,40.745,-73.983,129
40.74,-73.991,40.75,-73.991,129
40.74,-73.995,40.731,-74.004,129
40.74,-73.995,40.747,-73.984,129
40.74,-74.003,40.736,-73.992,129
40.74,-74.005,40.722,-74.004,129
40.74,-74.006,40.724,-74.001,129
40.74,-74.006,40.73,-73.987,129
40.74,-74.006,40.764,-73.977,129
40.741,-73.982,40.755,-73.971,129
40.741,-73.982,40.758,-73.97,129
40.741,-73.986,40.745,-73.981,129
40.741,-73.986,40.756,-73.976,129
40.741,-73.994,40.747,-73.986,129
40.741,-73.998,40.722,-74.01,129
40.741,-73.998,40.744,-73.992,129
40.741,-74.005,40.746,-73.978,129
40.742,-73.975,40.751,-73.968,129
40.742,-73.978,40.726,-73.992,129
40.742,-73.978,40.734,-73.978,129
40.742,-73.985,40.742,-74.005,129
40.742,-73.985,40.756,-73.983,129
40.742,-73.989,40.75,-73.988,129
40.742,-73.993,40.761,-73.98,129
40.742,-73.994,40.742,-74.005,129
40.742,-73.997,40.745,-74.006,129
40.742,-74.004,40.733,-73.99,129
40.742,-74.005,40.725,-74.002,129
40.742,-74.005,40.752,-73.993,129
40.743,-73.977,40.724,-73.991,129
40.743,-73.987,40.755,-73.978,129
40.743,-73.987,40.758,-73.975,129
40.743,-73.992,40.74,-73.976,129
40.743,-73.993,40.75,-73.992,129
40.743,-73.993,40.752,-73.994,129
40.743,-73.996,40.72,-74.01,129
40.743,-74,40.753,-74.004,129
40.744,-73.973,40.758,-73.966,129
40.744,-73.973,40.762,-73.979,129
40.744,-73.98,40.749,-73.976,129
40.744,-73.983,40.757,-73.974,129
40.744,-73.985,40.76,-73.974,129
40.744,-73.992,40.744,-74.006,129
40.744,-74.003,40.733,-74.006,129
40.744,-74.007,40.762,-73.979,129
40.745,-73.976,40.726,-73.989,129
40.745,-73.979,40.758,-73.973,129
40.745,-73.981,40.73,-73.987,129
40.745,-73.981,40.733,-73.987,129
40.745,-73.985,40.756,-73.99,129
40.745,-73.995,40.714,-74.014,129
40.745,-73.995,40.732,-74.001,129
40.746,-73.972,40.755,-73.968,129
40.746,-73.972,40.756,-73.97,129
40.746,-73.978,40.773,-73.958,129
40.746,-73.98,40.74,-73.989,129
40.746,-73.98,40.742,-73.986,129
40.746,-73.982,40.742,-73.976,129
40.746,-73.982,40.746,-73.972,129
40.746,-73.984,40.761,-73.974,129
40.746,-73.988,40.756,-73.991,129
40.746,-73.994,40.735,-74,129
40.746,-73.994,40.74,-73.996,129
40.746,-73.994,40.741,-73.988,129
40.746,-73.998,40.764,-73.985,129
40.747,-73.971,40.758,-73.963,129
40.747,-73.977,40.753,-73.973,129
40.747,-73.985,40.745,-73.995,129
40.747,-73.99,40.751,-73.978,129
40.747,-74.003,40.743,-73.993,129
40.748,-73.973,40.738,-73.981,129
40.748,-73.989,40.755,-73.975,129
40.748,-73.989,40.761,-73.998,129
40.748,-73.993,40.748,-74.004,129
40.748,-74.004,40.755,-73.993,129
40.749,-73.973,40.756,-73.991,129
40.749,-73.976,40.76,-73.974,129
40.749,-73.979,40.749,-73.992,129
40.749,-73.988,40.751,-73.979,129
40.749,-73.989,40.751,-73.974,129
40.749,-73.989,40.755,-73.977,129
40.749,-73.989,40.764,-73.996,129
40.75,-73.974,40.771,-73.866,129
40.75,-73.976,40.749,-73.992,129
40.75,-73.983,40.739,-73.99,129
40.75,-73.984,40.751,-73.991,129
40.75,-73.988,40.744,-73.973,129
40.75,-73.991,40.721,-73.987,129
40.75,-73.991,40.76,-73.991,129
40.75,-73.991,40.765,-73.972,129
40.75,-73.992,40.732,-74.003,129
40.75,-73.992,40.739,-74.007,129
40.75,-73.992,40.753,-73.967,129
40.75,-73.992,40.759,-74,129
40.75,-73.992,40.768,-73.962,129
40.75,-73.994,40.765,-73.983,129
40.75,-73.995,40.741,-74.007,129
40.75,-73.995,40.752,-73.974,129
40.75,-73.995,40.758,-73.976,129
40.75,-73.995,40.765,-73.976,129
40.751,-73.974,40.756,-73.968,129
40.751,-73.976,40.742,-73.978,129
40.751,-73.979,40.744,-73.983,129
40.751,-73.987,40.756,-73.974,129
40.751,-73.987,40.762,-73.982,129
40.751,-73.987,40.763,-73.974,129
40.751,-73.99,40.744,-73.975,129
40.751,-73.99,40.753,-73.978,129
40.751,-73.99,40.76,-73.985,129
40.751,-73.991,40.737,-73.974,129
40.751,-73.991,40.75,-73.972,129
40.751,-73.991,40.75,-73.976,129
40.751,-73.991,40.755,-73.971,129
40.751,-73.991,40.765,-73.982,129
40.751,-73.994,40.732,-73.988,129
40.751,-73.994,40.741,-73.984,129
40.751,-73.994,40.762,-73.995,129
40.751,-74.005,40.756,-73.991,129
40.752,-73.977,40.714,-74.014,129
40.752,-73.977,40.741,-74.008,129
40.752,-73.977,40.761,-73.977,129
40.752,-73.978,40.746,-73.972,129
40.752,-73.978,40.748,-73.984,129
40.752,-73.978,40.748,-74,129
40.752,-73.978,40.756,-73.971,129
40.752,-73.978,40.758,-73.975,129
40.752,-73.978,40.76,-73.986,129
40.752,-73.978,40.761,-73.974,129
40.752,-73.978,40.769,-73.985,129
40.752,-73.994,40.742,-74.004,129
40.753,-73.973,40.771,-73.96,129
40.753,-73.975,40.742,-73.978,129
40.753,-73.989,40.758,-74.001,129
40.754,-73.966,40.774,-73.952,129
40.754,-73.972,40.785,-73.949,129
40.754,-73.984,40.75,-73.991,129
40.754,-73.988,40.749,-73.984,129
40.754,-73.992,40.753,-73.98,129
40.754,-73.992,40.771,-73.982,129
40.755,-73.965,40.766,-73.954,129
40.755,-73.984,40.746,-73.994,129
40.755,-73.984,40.75,-73.972,129
40.755,-73.988,40.753,-73.979,129
40.755,-73.991,40.753,-73.978,129
40.756,-73.968,40.741,-73.981,129
40.756,-73.968,40.762,-73.96,129
40.756,-73.97,40.768,-73.962,129
40.756,-73.971,40.751,-73.99,129
40.756,-73.972,40.753,-73.975,129
40.756,-73.973,40.765,-73.973,129
40.756,-73.977,40.759,-73.983,129
40.756,-73.981,40.774,-73.873,129
40.756,-73.987,40.745,-73.992,129
40.756,-73.987,40.761,-73.987,129
40.756,-73.991,40.741,-73.987,129
40.756,-73.991,40.758,-73.984,129
40.757,-73.967,40.738,-73.988,129
40.757,-73.967,40.746,-73.977,129
40.757,-73.967,40.749,-73.976,129
40.757,-73.967,40.769,-73.955,129
40.757,-73.972,40.752,-73.977,129
40.757,-73.973,40.647,-73.79,129
40.757,-73.974,40.74,-73.987,129
40.757,-73.976,40.771,-73.966,129
40.757,-73.987,40.761,-73.998,129
40.757,-73.99,40.759,-73.989,129
40.757,-73.99,40.761,-73.997,129
40.758,-73.966,40.749,-73.991,129
40.758,-73.966,40.752,-73.982,129
40.758,-73.966,40.755,-73.971,129
40.758,-73.966,40.755,-73.984,129
40.758,-73.969,40.764,-73.962,129
40.758,-73.977,40.747,-73.986,129
40.758,-73.977,40.756,-73.991,129
40.758,-73.978,40.75,-73.987,129
40.758,-73.986,40.644,-73.783,129
40.758,-73.989,40.763,-73.978,129
40.758,-73.989,40.764,-73.981,129
40.758,-73.993,40.74,-74.005,129
40.759,-73.965,40.744,-73.977,129
40.759,-73.966,40.755,-73.971,129
40.759,-73.973,40.775,-73.963,129
40.759,-73.986,40.751,-73.995,129
40.759,-73.989,40.756,-73.973,129
40.759,-73.996,40.752,-73.99,129
40.759,-73.996,40.769,-73.996,129
40.76,-73.972,40.77,-73.96,129
40.76,-73.985,40.755,-73.98,129
40.76,-73.986,40.649,-73.783,129
40.76,-73.986,40.768,-73.861,129
40.76,-73.988,40.742,-74.004,129
40.76,-73.988,40.765,-73.98,129
40.76,-73.991,40.751,-73.998,129
40.76,-73.992,40.744,-74.003,129
40.76,-73.995,40.766,-73.983,129
40.76,-74.003,40.759,-73.979,129
40.76,-74.003,40.76,-73.988,129
40.761,-73.961,40.763,-73.974,129
40.761,-73.961,40.769,-73.952,129
40.761,-73.961,40.774,-73.957,129
40.761,-73.961,40.782,-73.956,129
40.761,-73.967,40.775,-73.954,129
40.761,-73.981,40.751,-73.991,129
40.761,-73.983,40.757,-73.973,129
40.761,-73.987,40.756,-73.975,129
40.761,-73.999,40.753,-73.995,129
40.762,-73.96,40.777,-73.95,129
40.762,-73.966,40.757,-73.974,129
40.762,-73.966,40.757,-73.99,129
40.762,-73.966,40.77,-73.963,129
40.762,-73.966,40.773,-73.965,129
40.762,-73.966,40.778,-73.951,129
40.762,-73.97,40.744,-73.984,129
40.762,-73.974,40.754,-73.979,129
40.762,-73.975,40.74,-74.006,129
40.762,-73.975,40.755,-73.973,129
40.762,-73.986,40.782,-73.979,129
40.762,-73.99,40.756,-73.997,129
40.763,-73.966,40.773,-73.953,129
40.763,-73.972,40.784,-73.956,129
40.763,-73.972,40.789,-73.953,129
40.763,-73.974,40.759,-73.988,129
40.763,-73.978,40.757,-73.986,129
40.763,-73.978,40.776,-73.962,129
40.763,-73.982,40.756,-73.973,129
40.763,-73.982,40.757,-73.974,129
40.764,-73.954,40.76,-73.967,129
40.764,-73.959,40.758,-73.971,129
40.764,-73.959,40.778,-73.949,129
40.764,-73.967,40.749,-73.992,129
40.764,-73.967,40.779,-73.954,129
40.764,-73.969,40.774,-73.981,129
40.764,-73.973,40.756,-73.971,129
40.764,-73.973,40.76,-73.986,129
40.764,-73.981,40.758,-74,129
40.764,-73.997,40.75,-73.991,129
40.765,-73.958,40.773,-73.946,129
40.765,-73.964,40.759,-73.972,129
40.765,-73.964,40.772,-73.95,129
40.765,-73.964,40.775,-73.956,129
40.765,-73.964,40.779,-73.96,129
40.765,-73.964,40.788,-73.953,129
40.765,-73.966,40.749,-73.978,129
40.765,-73.969,40.775,-73.963,129
40.765,-73.972,40.751,-73.99,129
40.765,-73.974,40.779,-73.962,129
40.765,-73.975,40.754,-73.981,129
40.765,-73.978,40.647,-73.79,129
40.765,-73.978,40.758,-73.986,129
40.765,-73.981,40.757,-73.987,129
40.765,-73.983,40.751,-73.99,129
40.765,-73.988,40.753,-73.997,129
40.766,-73.954,40.774,-73.871,129
40.766,-73.96,40.75,-73.972,129
40.766,-73.96,40.761,-73.964,129
40.766,-73.964,40.759,-73.971,129
40.766,-73.964,40.775,-73.963,129
40.766,-73.969,40.782,-73.958,129
40.766,-73.976,40.774,-73.964,129
40.766,-73.979,40.751,-73.991,129
40.766,-73.983,40.759,-73.985,129
40.766,-73.983,40.774,-73.981,129
40.766,-73.987,40.748,-74,129
40.767,-73.963,40.76,-73.97,129
40.767,-73.963,40.766,-73.956,129
40.767,-73.967,40.751,-73.979,129
40.767,-73.967,40.755,-73.977,129
40.767,-73.983,40.769,-73.993,129
40.767,-73.986,40.76,-73.992,129
40.768,-73.956,40.779,-73.956,129
40.768,-73.981,40.774,-73.964,129
40.768,-73.981,40.782,-73.972,129
40.768,-73.982,40.767,-73.979,129
40.768,-73.982,40.771,-73.989,129
40.768,-73.982,40.78,-73.988,129
40.769,-73.863,40.702,-74.011,129
40.769,-73.863,40.712,-74.01,129
40.769,-73.863,40.742,-73.978,129
40.769,-73.863,40.747,-73.981,129
40.769,-73.863,40.753,-73.981,129
40.769,-73.863,40.778,-73.952,129
40.769,-73.863,40.785,-73.948,129
40.769,-73.952,40.761,-73.971,129
40.769,-73.955,40.76,-73.972,129
40.769,-73.958,40.777,-73.947,129
40.769,-73.959,40.762,-73.968,129
40.769,-73.961,40.759,-73.97,129
40.769,-73.961,40.772,-73.959,129
40.769,-73.961,40.785,-73.95,129
40.769,-73.968,40.774,-73.981,129
40.769,-73.968,40.777,-73.962,129
40.769,-73.981,40.762,-73.975,129
40.769,-73.982,40.762,-73.971,129
40.769,-73.982,40.792,-73.972,129
40.769,-73.985,40.759,-73.989,129
40.769,-73.985,40.763,-73.993,129
40.769,-73.985,40.774,-73.872,129
40.77,-73.864,40.644,-73.79,129
40.77,-73.864,40.752,-73.993,129
40.77,-73.96,40.756,-73.975,129
40.77,-73.96,40.766,-73.952,129
40.77,-73.961,40.759,-73.97,129
40.77,-73.961,40.762,-73.971,129
40.77,-73.988,40.804,-73.963,129
40.771,-73.866,40.76,-73.985,129
40.771,-73.951,40.752,-73.971,129
40.771,-73.954,40.775,-73.963,129
40.771,-73.954,40.778,-73.951,129
40.771,-73.982,40.721,-74.01,129
40.771,-73.982,40.757,-73.986,129
40.771,-73.982,40.762,-73.984,129
40.771,-73.987,40.75,-73.995,129
40.772,-73.953,40.777,-73.963,129
40.772,-73.953,40.778,-73.954,129
40.772,-73.959,40.761,-73.969,129
40.772,-73.961,40.768,-73.968,129
40.772,-73.982,40.764,-73.974,129
40.772,-73.982,40.793,-73.973,129
40.773,-73.885,40.771,-73.865,129
40.773,-73.946,40.773,-73.955,129
40.773,-73.955,40.759,-73.966,129
40.773,-73.955,40.762,-73.966,129
40.773,-73.958,40.786,-73.953,129
40.773,-73.96,40.763,-73.96,129
40.773,-73.965,40.778,-73.961,129
40.773,-73.965,40.779,-73.954,129
40.773,-73.967,40.751,-73.991,129
40.773,-73.982,40.754,-73.977,129
40.773,-73.982,40.761,-73.985,129
40.773,-73.982,40.767,-73.987,129
40.774,-73.871,40.793,-73.973,129
40.774,-73.873,40.747,-73.892,129
40.774,-73.873,40.756,-73.988,129
40.774,-73.873,40.765,-73.976,129
40.774,-73.874,40.765,-73.983,129
40.774,-73.875,40.647,-73.789,129
40.774,-73.925,40.754,-73.942,129
40.774,-73.962,40.755,-73.976,129
40.774,-73.963,40.763,-73.968,129
40.774,-73.966,40.755,-73.98,129
40.774,-73.982,40.766,-73.977,129
40.774,-73.982,40.8,-73.97,129
40.774,-73.989,40.761,-73.991,129
40.775,-73.951,40.763,-73.968,129
40.775,-73.951,40.805,-73.938,129
40.775,-73.959,40.763,-73.967,129
40.775,-73.959,40.783,-73.973,129
40.775,-73.959,40.784,-73.954,129
40.775,-73.961,40.782,-73.958,129
40.775,-73.963,40.758,-73.977,129
40.775,-73.963,40.767,-73.971,129
40.775,-73.963,40.774,-73.982,129
40.775,-73.963,40.777,-73.955,129
40.775,-73.963,40.786,-73.972,129
40.775,-73.982,40.785,-73.981,129
40.776,-73.944,40.779,-73.956,129
40.776,-73.96,40.763,-73.968,129
40.776,-73.962,40.783,-73.973,129
40.776,-73.982,40.782,-73.979,129
40.776,-73.982,40.793,-73.968,129
40.777,-73.946,40.768,-73.953,129
40.777,-73.982,40.761,-73.984,129
40.778,-73.953,40.786,-73.943,129
40.778,-73.957,40.761,-73.969,129
40.778,-73.959,40.762,-73.971,129
40.778,-73.963,40.768,-73.982,129
40.779,-73.945,40.772,-73.952,129
40.779,-73.951,40.769,-73.959,129
40.779,-73.954,40.787,-73.952,129
40.779,-73.954,40.789,-73.976,129
40.779,-73.956,40.764,-73.956,129
40.779,-73.956,40.767,-73.957,129
40.779,-73.962,40.757,-73.982,129
40.779,-73.962,40.771,-73.98,129
40.779,-73.962,40.775,-73.982,129
40.779,-73.962,40.781,-73.976,129
40.779,-73.981,40.784,-73.974,129
40.779,-73.982,40.761,-73.984,129
40.779,-73.982,40.763,-73.968,129
40.779,-73.982,40.766,-73.982,129
40.779,-73.982,40.784,-73.98,129
40.78,-73.95,40.756,-73.968,129
40.78,-73.958,40.763,-73.97,129
40.781,-73.976,40.772,-73.983,129
40.781,-73.98,40.798,-73.971,129
40.781,-73.981,40.777,-73.987,129
40.781,-73.982,40.788,-73.981,129
40.782,-73.949,40.789,-73.953,129
40.782,-73.956,40.764,-73.97,129
40.782,-73.956,40.776,-73.959,129
40.782,-73.972,40.77,-73.981,129
40.782,-73.972,40.773,-73.946,129
40.783,-73.953,40.781,-73.958,129
40.783,-73.979,40.78,-73.962,129
40.783,-73.982,40.75,-73.995,129
40.784,-73.952,40.764,-73.967,129
40.784,-73.955,40.765,-73.966,129
40.784,-73.978,40.79,-73.973,129
40.785,-73.95,40.792,-73.964,129
40.785,-73.954,40.767,-73.954,129
40.785,-73.954,40.769,-73.963,129
40.785,-73.958,40.779,-73.962,129
40.785,-73.973,40.782,-73.979,129
40.785,-73.979,40.786,-73.971,129
40.786,-73.969,40.78,-73.961,129
40.786,-73.969,40.783,-73.958,129
40.786,-73.976,40.79,-73.973,129
40.786,-73.976,40.796,-73.969,129
40.787,-73.95,40.779,-73.954,129
40.787,-73.968,40.774,-73.981,129
40.787,-73.972,40.769,-73.985,129
40.788,-73.975,40.797,-73.968,129
40.789,-73.974,40.793,-73.968,129
40.789,-73.978,40.797,-73.972,129
40.79,-73.966,40.775,-73.982,129
40.79,-73.966,40.785,-73.958,129
40.791,-73.975,40.787,-73.978,129
40.792,-73.965,40.785,-73.95,129
40.792,-73.968,40.75,-73.995,129
40.795,-73.944,40.78,-73.955,129
40.795,-73.966,40.786,-73.978,129
