Pickup_Latitude,Pickup_Longitude,Dropoff_Lattitude,Dropoff_Longitude,Counts
40.789,-73.955,40.793,-73.967,214
40.791,-73.969,40.783,-73.978,214
40.794,-73.967,40.789,-73.97,214
40.795,-73.966,40.786,-73.973,214
40.795,-73.97,40.805,-73.962,214
40.805,-73.966,40.805,-73.939,214
40.645,-73.782,40.756,-73.986,213
40.71,-74.014,40.75,-73.995,213
40.722,-74.004,40.75,-73.995,213
40.725,-73.987,40.736,-73.979,213
40.725,-73.995,40.735,-73.99,213
40.725,-73.995,40.741,-73.986,213
40.727,-73.983,40.719,-73.988,213
40.728,-73.985,40.742,-73.975,213
40.729,-73.987,40.72,-73.988,213
40.73,-73.99,40.743,-73.98,213
40.731,-73.983,40.75,-73.991,213
40.733,-73.975,40.749,-73.992,213
40.733,-73.981,40.739,-73.977,213
40.733,-74.006,40.742,-74.005,213
40.734,-73.99,40.746,-73.982,213
40.734,-74.003,40.738,-74.009,213
40.74,-73.976,40.746,-73.972,213
40.74,-73.984,40.749,-73.992,213
40.74,-74.006,40.741,-73.998,213
40.74,-74.006,40.743,-73.984,213
40.74,-74.006,40.751,-73.987,213
40.741,-73.982,40.75,-73.975,213
40.741,-73.982,40.752,-73.975,213
40.741,-73.989,40.737,-73.979,213
40.742,-73.975,40.756,-73.965,213
40.742,-73.978,40.729,-73.988,213
40.742,-74.004,40.753,-73.978,213
40.743,-73.993,40.746,-74.001,213
40.743,-73.993,40.752,-74.004,213
40.744,-74.007,40.748,-74.004,213
40.745,-73.995,40.753,-73.979,213
40.748,-73.977,40.761,-73.967,213
40.748,-73.985,40.756,-73.983,213
40.748,-73.989,40.761,-73.999,213
40.748,-73.993,40.752,-74.004,213
40.748,-74.004,40.751,-73.995,213
40.749,-73.992,40.739,-73.987,213
40.749,-73.992,40.743,-73.997,213
40.75,-73.983,40.744,-73.988,213
40.75,-73.991,40.737,-73.974,213
40.75,-73.992,40.729,-73.987,213
40.75,-73.992,40.746,-73.984,213
40.75,-73.995,40.751,-73.994,213
40.75,-73.995,40.757,-73.974,213
40.75,-74.003,40.741,-74.005,213
40.751,-73.983,40.739,-73.991,213
40.751,-73.991,40.741,-73.982,213
40.751,-73.994,40.747,-74.008,213
40.751,-73.994,40.77,-73.982,213
40.752,-73.975,40.741,-73.982,213
40.753,-73.981,40.74,-73.991,213
40.756,-73.971,40.762,-73.979,213
40.756,-73.99,40.763,-73.981,213
40.756,-73.99,40.765,-73.975,213
40.756,-73.99,40.766,-73.98,213
40.756,-73.99,40.766,-73.984,213
40.756,-73.991,40.756,-73.973,213
40.756,-73.991,40.757,-73.99,213
40.757,-73.972,40.758,-74.001,213
40.757,-73.986,40.748,-73.993,213
40.759,-73.975,40.75,-73.992,213
40.759,-73.986,40.695,-74.177,213
40.759,-73.99,40.75,-73.991,213
40.76,-73.976,40.756,-73.991,213
40.76,-73.984,40.764,-73.973,213
40.761,-73.986,40.774,-73.873,213
40.761,-73.987,40.769,-73.985,213
40.761,-73.991,40.752,-73.993,213
40.762,-73.979,40.76,-73.985,213
40.763,-73.959,40.775,-73.951,213
40.763,-73.966,40.767,-73.957,213
40.763,-73.968,40.768,-73.981,213
40.763,-73.974,40.746,-73.986,213
40.763,-73.974,40.76,-73.985,213
40.763,-73.974,40.775,-73.963,213
40.764,-73.956,40.75,-73.992,213
40.764,-73.956,40.752,-73.976,213
40.764,-73.973,40.774,-73.982,213
40.764,-73.981,40.759,-74,213
40.765,-73.971,40.782,-73.958,213
40.765,-73.982,40.774,-73.871,213
40.767,-73.983,40.769,-73.992,213
40.768,-73.982,40.764,-73.979,213
40.768,-73.982,40.779,-73.977,213
40.769,-73.985,40.764,-73.989,213
40.77,-73.864,40.744,-73.984,213
40.771,-73.982,40.786,-73.976,213
40.773,-73.96,40.751,-73.991,213
40.773,-73.962,40.783,-73.953,213
40.773,-73.978,40.777,-73.964,213
40.773,-73.982,40.778,-73.982,213
40.774,-73.871,40.733,-73.99,213
40.774,-73.871,40.756,-73.991,213
40.774,-73.871,40.761,-73.979,213
40.774,-73.875,40.75,-73.972,213
40.774,-73.875,40.758,-73.985,213
40.774,-73.957,40.783,-73.957,213
40.774,-73.982,40.759,-73.992,213
40.775,-73.954,40.75,-73.992,213
40.776,-73.962,40.786,-73.955,213
40.776,-73.98,40.768,-73.982,213
40.777,-73.962,40.786,-73.955,213
40.778,-73.963,40.762,-73.975,213
40.778,-73.982,40.775,-73.988,213
40.779,-73.962,40.783,-73.974,213
40.779,-73.982,40.77,-73.982,213
40.779,-73.982,40.775,-73.989,213
40.78,-73.956,40.791,-73.952,213
40.781,-73.957,40.766,-73.968,213
40.781,-73.98,40.786,-73.971,213
40.781,-73.981,40.802,-73.968,213
40.782,-73.954,40.774,-73.96,213
40.782,-73.972,40.767,-73.954,213
40.783,-73.978,40.793,-73.971,213
40.784,-73.955,40.776,-73.96,213
40.784,-73.98,40.777,-73.982,213
40.785,-73.954,40.768,-73.966,213
40.786,-73.976,40.792,-73.972,213
40.788,-73.975,40.795,-73.97,213
40.793,-73.973,40.773,-73.982,213
40.801,-73.968,40.782,-73.981,213
40.645,-73.782,40.749,-73.978,212
40.705,-74.007,40.75,-73.995,212
40.722,-73.997,40.751,-73.979,212
40.729,-73.984,40.75,-73.991,212
40.729,-74.003,40.749,-73.992,212
40.73,-73.989,40.734,-73.999,212
40.73,-73.993,40.72,-74.01,212
40.73,-74.002,40.734,-73.999,212
40.731,-73.989,40.734,-73.999,212
40.732,-74.001,40.755,-73.984,212
40.733,-74,40.75,-73.988,212
40.734,-73.99,40.724,-73.979,212
40.734,-74.003,40.722,-73.987,212
40.735,-73.986,40.75,-73.975,212
40.735,-73.99,40.741,-73.979,212
40.736,-73.985,40.75,-73.975,212
40.736,-73.989,40.747,-73.981,212
40.736,-73.998,40.747,-73.99,212
40.737,-73.984,40.749,-73.991,212
40.738,-73.992,40.728,-74.002,212
40.738,-73.992,40.732,-73.996,212
40.739,-73.991,40.733,-73.996,212
40.739,-74.008,40.714,-74.015,212
40.74,-73.987,40.748,-74.004,212
40.74,-73.99,40.749,-73.991,212
40.74,-73.995,40.746,-73.982,212
40.74,-74.006,40.748,-74.004,212
40.741,-73.986,40.757,-73.974,212
40.741,-73.994,40.754,-73.985,212
40.741,-74.005,40.758,-73.989,212
40.742,-73.983,40.743,-73.992,212
40.742,-74.004,40.743,-73.993,212
40.742,-74.005,40.748,-73.989,212
40.743,-73.98,40.758,-73.969,212
40.743,-73.985,40.75,-73.991,212
40.744,-73.976,40.728,-73.988,212
40.744,-73.979,40.749,-73.992,212
40.744,-73.986,40.75,-73.991,212
40.745,-73.991,40.753,-73.986,212
40.746,-73.978,40.755,-73.991,212
40.746,-73.98,40.737,-73.989,212
40.746,-73.994,40.741,-74.007,212
40.747,-73.984,40.754,-73.978,212
40.748,-73.985,40.755,-73.978,212
40.749,-73.978,40.739,-73.985,212
40.75,-73.972,40.739,-73.98,212
40.75,-73.972,40.77,-73.865,212
40.75,-73.981,40.762,-73.972,212
40.75,-73.988,40.756,-73.99,212
40.75,-73.991,40.75,-73.98,212
40.75,-73.991,40.751,-73.983,212
40.75,-73.991,40.754,-73.975,212
40.75,-73.992,40.721,-74.01,212
40.75,-73.992,40.727,-74.006,212
40.75,-73.992,40.749,-73.974,212
40.75,-73.992,40.754,-73.977,212
40.75,-73.995,40.747,-74.001,212
40.751,-73.94,40.761,-73.964,212
40.751,-73.979,40.744,-73.984,212
40.751,-73.994,40.748,-73.976,212
40.751,-73.994,40.756,-73.97,212
40.751,-73.994,40.756,-73.988,212
40.751,-73.994,40.761,-73.99,212
40.751,-73.994,40.764,-73.988,212
40.751,-74.002,40.76,-73.995,212
40.752,-73.975,40.737,-73.979,212
40.752,-73.975,40.764,-73.959,212
40.752,-73.976,40.758,-74.001,212
40.752,-73.978,40.762,-73.973,212
40.753,-73.97,40.75,-73.992,212
40.754,-73.969,40.752,-73.976,212
40.755,-73.98,40.743,-73.989,212
40.756,-73.965,40.769,-73.955,212
40.756,-73.975,40.771,-73.865,212
40.756,-73.977,40.761,-73.984,212
40.756,-73.99,40.764,-73.956,212
40.756,-73.99,40.765,-73.977,212
40.756,-73.991,40.757,-73.97,212
40.757,-73.972,40.756,-73.991,212
40.757,-73.99,40.705,-74.017,212
40.757,-73.998,40.751,-73.991,212
40.758,-73.969,40.766,-73.955,212
40.758,-73.969,40.77,-73.96,212
40.758,-73.986,40.753,-73.979,212
40.758,-73.989,40.705,-74.017,212
40.759,-73.965,40.752,-73.971,212
40.76,-73.965,40.738,-73.981,212
40.76,-74.003,40.759,-73.986,212
40.761,-73.973,40.771,-73.966,212
40.761,-73.991,40.748,-74,212
40.762,-73.966,40.768,-73.955,212
40.762,-73.966,40.775,-73.948,212
40.762,-73.986,40.758,-73.975,212
40.763,-73.986,40.768,-73.982,212
40.764,-73.996,40.774,-73.871,212
40.765,-73.964,40.767,-73.955,212
40.765,-73.964,40.771,-73.959,212
40.765,-73.968,40.757,-73.974,212
40.765,-73.981,40.758,-73.989,212
40.765,-73.988,40.751,-73.998,212
40.767,-73.986,40.751,-73.991,212
40.768,-73.983,40.763,-73.972,212
40.769,-73.982,40.762,-73.975,212
40.769,-73.982,40.787,-73.976,212
40.77,-73.958,40.76,-73.965,212
40.77,-73.962,40.764,-73.967,212
40.77,-73.982,40.78,-73.981,212
40.771,-73.982,40.784,-73.978,212
40.772,-73.947,40.774,-73.96,212
40.772,-73.959,40.777,-73.96,212
40.772,-73.963,40.779,-73.954,212
40.773,-73.958,40.784,-73.956,212
40.774,-73.871,40.757,-73.992,212
40.774,-73.871,40.768,-73.862,212
40.774,-73.873,40.751,-73.991,212
40.774,-73.957,40.781,-73.952,212
40.774,-73.96,40.752,-73.976,212
40.775,-73.948,40.779,-73.956,212
40.775,-73.951,40.779,-73.956,212
40.775,-73.957,40.783,-73.955,212
40.775,-73.959,40.766,-73.965,212
40.776,-73.947,40.805,-73.939,212
40.776,-73.95,40.78,-73.956,212
40.777,-73.982,40.786,-73.976,212
40.778,-73.952,40.771,-73.951,212
40.779,-73.956,40.776,-73.962,212
40.78,-73.953,40.786,-73.95,212
40.78,-73.957,40.775,-73.963,212
40.781,-73.946,40.78,-73.955,212
40.781,-73.959,40.787,-73.968,212
40.781,-73.981,40.791,-73.977,212
40.784,-73.954,40.805,-73.939,212
40.784,-73.98,40.805,-73.966,212
40.785,-73.956,40.79,-73.966,212
40.785,-73.979,40.79,-73.966,212
40.788,-73.977,40.768,-73.982,212
40.79,-73.943,40.78,-73.95,212
40.793,-73.973,40.802,-73.968,212
40.795,-73.972,40.785,-73.979,212
40.799,-73.969,40.792,-73.974,212
40.804,-73.967,40.774,-73.982,212
40.806,-73.966,40.792,-73.974,212
40.647,-73.79,40.762,-73.982,211
40.716,-74.015,40.714,-74.007,211
40.719,-73.99,40.75,-73.991,211
40.721,-73.981,40.725,-73.995,211
40.722,-73.984,40.725,-73.996,211
40.723,-73.986,40.749,-73.992,211
40.724,-73.998,40.749,-73.992,211
40.725,-73.987,40.735,-73.98,211
40.726,-74.004,40.75,-73.991,211
40.727,-74,40.75,-73.991,211
40.729,-74.001,40.749,-73.992,211
40.731,-73.982,40.739,-73.977,211
40.735,-73.991,40.727,-73.977,211
40.737,-73.989,40.768,-73.862,211
40.737,-73.993,40.728,-74.002,211
40.737,-73.993,40.729,-74.001,211
40.737,-73.997,40.752,-73.978,211
40.738,-73.988,40.724,-73.998,211
40.738,-73.996,40.75,-73.988,211
40.739,-73.983,40.729,-73.994,211
40.74,-73.995,40.764,-73.977,211
40.74,-74.002,40.736,-73.994,211
40.74,-74.006,40.746,-73.994,211
40.74,-74.006,40.753,-73.993,211
40.741,-74.001,40.749,-73.996,211
40.741,-74.005,40.725,-73.997,211
40.741,-74.008,40.774,-73.873,211
40.742,-73.994,40.748,-74.004,211
40.742,-74.005,40.75,-74.003,211
40.743,-73.984,40.76,-73.972,211
40.746,-73.978,40.758,-73.963,211
40.746,-73.982,40.761,-73.971,211
40.746,-73.994,40.75,-74.006,211
40.747,-73.994,40.742,-74.005,211
40.748,-73.985,40.76,-73.985,211
40.748,-74.004,40.764,-73.992,211
40.75,-73.991,40.757,-73.969,211
40.75,-73.992,40.748,-73.975,211
40.75,-73.992,40.749,-73.977,211
40.75,-73.992,40.761,-73.968,211
40.751,-73.974,40.764,-73.965,211
40.751,-73.975,40.758,-73.969,211
40.751,-73.99,40.756,-73.991,211
40.751,-73.991,40.721,-74.01,211
40.751,-73.994,40.778,-73.989,211
40.751,-73.994,40.784,-73.95,211
40.751,-73.994,40.79,-73.952,211
40.752,-73.974,40.764,-73.965,211
40.752,-73.978,40.744,-73.974,211
40.752,-73.978,40.758,-73.991,211
40.752,-73.993,40.753,-73.978,211
40.753,-73.975,40.739,-73.985,211
40.753,-73.975,40.751,-73.99,211
40.753,-73.993,40.759,-73.986,211
40.756,-73.972,40.752,-73.975,211
40.756,-73.973,40.744,-73.988,211
40.756,-73.975,40.764,-73.977,211
40.756,-73.975,40.768,-73.982,211
40.756,-73.977,40.763,-73.982,211
40.756,-73.99,40.769,-73.988,211
40.757,-73.967,40.753,-73.97,211
40.758,-73.963,40.766,-73.957,211
40.758,-73.971,40.779,-73.954,211
40.758,-73.982,40.764,-73.978,211
40.758,-73.989,40.751,-73.974,211
40.758,-74.001,40.759,-73.987,211
40.759,-73.977,40.753,-73.981,211
40.759,-73.985,40.742,-74.005,211
40.76,-73.989,40.75,-73.991,211
40.761,-73.979,40.754,-73.978,211
40.761,-73.987,40.768,-73.985,211
40.762,-73.966,40.772,-73.952,211
40.762,-73.968,40.745,-73.981,211
40.763,-73.985,40.767,-73.995,211
40.764,-73.956,40.767,-73.964,211
40.764,-73.973,40.763,-73.985,211
40.764,-73.974,40.757,-73.974,211
40.765,-73.98,40.758,-73.985,211
40.766,-73.955,40.749,-73.992,211
40.767,-73.954,40.762,-73.97,211
40.767,-73.96,40.757,-73.967,211
40.768,-73.956,40.76,-73.972,211
40.768,-73.956,40.777,-73.95,211
40.768,-73.962,40.765,-73.966,211
40.768,-73.982,40.762,-73.972,211
40.768,-73.982,40.786,-73.97,211
40.769,-73.863,40.761,-73.958,211
40.769,-73.967,40.774,-73.964,211
40.769,-73.988,40.766,-73.981,211
40.77,-73.863,40.756,-73.975,211
40.77,-73.863,40.757,-73.984,211
40.77,-73.863,40.759,-73.989,211
40.77,-73.864,40.756,-73.989,211
40.77,-73.954,40.778,-73.949,211
40.77,-73.967,40.782,-73.958,211
40.77,-73.988,40.75,-73.995,211
40.771,-73.957,40.764,-73.969,211
40.771,-73.982,40.759,-73.985,211
40.772,-73.959,40.776,-73.961,211
40.772,-73.961,40.75,-73.991,211
40.772,-73.982,40.782,-73.98,211
40.773,-73.982,40.781,-73.981,211
40.774,-73.871,40.721,-74.005,211
40.774,-73.871,40.765,-73.984,211
40.774,-73.871,40.78,-73.946,211
40.774,-73.873,40.752,-73.98,211
40.774,-73.873,40.753,-73.993,211
40.774,-73.874,40.765,-73.975,211
40.774,-73.875,40.755,-73.984,211
40.774,-73.958,40.783,-73.951,211
40.774,-73.964,40.767,-73.954,211
40.774,-73.966,40.762,-73.975,211
40.775,-73.945,40.779,-73.955,211
40.776,-73.958,40.764,-73.967,211
40.777,-73.962,40.78,-73.956,211
40.778,-73.952,40.768,-73.953,211
40.778,-73.982,40.787,-73.973,211
40.779,-73.981,40.785,-73.973,211
40.779,-73.982,40.765,-73.988,211
40.78,-73.955,40.787,-73.954,211
40.78,-73.957,40.76,-73.972,211
40.781,-73.954,40.772,-73.961,211
40.781,-73.957,40.775,-73.963,211
40.782,-73.954,40.765,-73.966,211
40.782,-73.956,40.759,-73.973,211
40.782,-73.972,40.779,-73.962,211
40.782,-73.976,40.774,-73.981,211
40.783,-73.948,40.779,-73.954,211
40.783,-73.948,40.779,-73.956,211
40.785,-73.979,40.777,-73.982,211
40.786,-73.953,40.775,-73.963,211
40.788,-73.975,40.78,-73.957,211
40.797,-73.97,40.807,-73.965,211
40.8,-73.968,40.805,-73.939,211
40.647,-73.79,40.715,-74.016,210
40.647,-73.79,40.749,-73.992,210
40.711,-74.016,40.743,-74.008,210
40.714,-74.009,40.729,-74.002,210
40.721,-73.997,40.74,-74.006,210
40.723,-74.008,40.733,-74.006,210
40.724,-73.998,40.708,-74.012,210
40.725,-73.995,40.739,-73.987,210
40.727,-73.986,40.735,-73.98,210
40.727,-73.992,40.722,-73.987,210
40.727,-74,40.74,-73.995,210
40.73,-74.002,40.739,-73.996,210
40.731,-74.001,40.749,-73.991,210
40.732,-73.99,40.75,-73.991,210
40.733,-73.99,40.751,-73.979,210
40.733,-74,40.73,-73.992,210
40.733,-74,40.75,-73.995,210
40.734,-73.981,40.741,-73.975,210
40.734,-73.99,40.749,-73.991,210
40.734,-74.006,40.741,-74.007,210
40.735,-74.006,40.755,-73.984,210
40.739,-73.987,40.758,-73.974,210
40.739,-73.996,40.75,-73.988,210
40.74,-73.982,40.752,-73.974,210
40.741,-73.99,40.751,-73.979,210
40.741,-73.994,40.749,-73.989,210
40.741,-74.008,40.759,-73.989,210
40.742,-73.981,40.756,-73.968,210
40.742,-73.985,40.746,-73.978,210
40.742,-73.99,40.75,-73.991,210
40.742,-74.005,40.76,-73.985,210
40.743,-73.993,40.742,-73.985,210
40.743,-73.993,40.759,-73.981,210
40.744,-73.988,40.733,-73.996,210
40.745,-73.983,40.757,-73.974,210
40.745,-73.991,40.753,-73.985,210
40.745,-73.991,40.764,-73.978,210
40.745,-73.994,40.75,-73.995,210
40.745,-73.999,40.749,-73.996,210
40.746,-73.994,40.739,-73.99,210
40.746,-73.998,40.749,-74.003,210
40.746,-73.998,40.752,-74.004,210
40.747,-73.997,40.751,-73.994,210
40.747,-74.001,40.736,-73.994,210
40.748,-73.989,40.761,-73.979,210
40.748,-74.004,40.742,-73.991,210
40.749,-73.992,40.734,-73.981,210
40.749,-73.992,40.735,-73.988,210
40.749,-73.992,40.751,-73.978,210
40.75,-73.978,40.751,-73.991,210
40.75,-73.983,40.738,-73.992,210
40.75,-73.991,40.737,-73.98,210
40.75,-73.991,40.738,-73.982,210
40.75,-73.991,40.751,-73.968,210
40.75,-73.991,40.766,-73.976,210
40.75,-73.992,40.762,-73.971,210
40.75,-73.992,40.768,-73.982,210
40.75,-73.992,40.789,-73.953,210
40.751,-73.974,40.771,-73.865,210
40.751,-73.978,40.751,-73.991,210
40.751,-73.987,40.765,-73.975,210
40.751,-73.991,40.756,-73.98,210
40.751,-73.994,40.722,-73.987,210
40.751,-73.994,40.726,-74.006,210
40.752,-73.975,40.766,-73.957,210
40.752,-73.978,40.761,-73.981,210
40.752,-73.99,40.762,-73.979,210
40.755,-73.965,40.764,-73.954,210
40.755,-73.968,40.739,-73.98,210
40.755,-73.984,40.765,-73.976,210
40.756,-73.972,40.757,-73.99,210
40.757,-73.99,40.75,-73.972,210
40.758,-73.985,40.758,-74.001,210
40.761,-73.967,40.781,-73.952,210
40.761,-73.984,40.748,-73.985,210
40.761,-73.994,40.768,-73.983,210
40.762,-73.96,40.787,-73.954,210
40.762,-73.966,40.77,-73.962,210
40.762,-73.979,40.643,-73.79,210
40.762,-73.979,40.756,-73.975,210
40.763,-73.96,40.77,-73.955,210
40.763,-73.974,40.733,-73.996,210
40.763,-73.974,40.738,-73.99,210
40.763,-73.978,40.775,-73.963,210
40.763,-73.982,40.771,-73.982,210
40.763,-73.993,40.778,-73.982,210
40.764,-73.965,40.777,-73.956,210
40.764,-73.969,40.783,-73.957,210
40.764,-73.979,40.749,-73.992,210
40.764,-73.98,40.75,-73.992,210
40.765,-73.961,40.756,-73.968,210
40.765,-73.988,40.757,-73.998,210
40.765,-73.996,40.751,-73.991,210
40.766,-73.963,40.784,-73.95,210
40.766,-73.98,40.77,-73.991,210
40.766,-73.983,40.778,-73.982,210
40.767,-73.954,40.77,-73.962,210
40.767,-73.963,40.777,-73.956,210
40.767,-73.99,40.777,-73.983,210
40.768,-73.982,40.757,-73.978,210
40.768,-73.982,40.762,-73.967,210
40.769,-73.863,40.759,-73.973,210
40.769,-73.955,40.775,-73.951,210
40.769,-73.981,40.783,-73.971,210
40.769,-73.985,40.761,-74.003,210
40.77,-73.96,40.784,-73.95,210
40.77,-73.961,40.774,-73.982,210
40.77,-73.963,40.765,-73.966,210
40.77,-73.965,40.762,-73.97,210
40.77,-73.967,40.774,-73.964,210
40.771,-73.96,40.784,-73.95,210
40.771,-73.987,40.781,-73.98,210
40.772,-73.956,40.759,-73.966,210
40.772,-73.963,40.781,-73.957,210
40.772,-73.983,40.742,-74.005,210
40.774,-73.873,40.643,-73.79,210
40.774,-73.874,40.762,-73.978,210
40.774,-73.875,40.756,-73.993,210
40.774,-73.875,40.767,-73.978,210
40.774,-73.962,40.783,-73.957,210
40.774,-73.966,40.765,-73.973,210
40.774,-73.981,40.75,-73.995,210
40.775,-73.954,40.772,-73.959,210
40.775,-73.957,40.786,-73.953,210
40.775,-73.963,40.771,-73.962,210
40.775,-73.982,40.765,-73.974,210
40.776,-73.956,40.779,-73.945,210
40.777,-73.949,40.787,-73.942,210
40.778,-73.952,40.75,-73.991,210
40.779,-73.956,40.775,-73.961,210
40.78,-73.956,40.772,-73.95,210
40.781,-73.981,40.775,-73.983,210
40.783,-73.951,40.788,-73.953,210
40.783,-73.955,40.775,-73.959,210
40.785,-73.954,40.774,-73.962,210
40.786,-73.953,40.776,-73.96,210
40.789,-73.976,40.772,-73.982,210
40.79,-73.966,40.782,-73.956,210
40.79,-73.975,40.772,-73.982,210
40.79,-73.975,40.785,-73.979,210
40.794,-73.967,40.789,-73.976,210
40.649,-73.784,40.763,-73.981,209
40.717,-74.014,40.721,-74.01,209
40.722,-73.997,40.735,-73.99,209
40.725,-73.992,40.752,-73.977,209
40.729,-73.988,40.734,-73.999,209
40.731,-73.982,40.727,-73.977,209
40.732,-73.982,40.749,-73.991,209
40.732,-73.989,40.75,-73.991,209
40.733,-74,40.731,-73.993,209
40.734,-73.99,40.747,-73.981,209
40.734,-73.999,40.739,-73.996,209
40.734,-73.999,40.748,-74.004,209
40.735,-73.986,40.742,-73.975,209
40.736,-74.006,40.756,-73.991,209
40.737,-73.989,40.758,-73.974,209
40.738,-73.988,40.743,-73.98,209
40.738,-73.988,40.756,-73.983,209
40.739,-73.987,40.762,-73.97,209
40.739,-74.002,40.735,-73.991,209
40.74,-73.99,40.75,-73.995,209
40.741,-73.979,40.729,-73.988,209
40.741,-73.99,40.741,-74.005,209
40.741,-73.994,40.759,-73.981,209
40.742,-74.004,40.74,-73.995,209
40.742,-74.005,40.725,-73.997,209
40.743,-73.985,40.75,-73.979,209
40.743,-73.993,40.753,-73.986,209
40.744,-73.973,40.749,-73.992,209
40.744,-73.973,40.759,-73.963,209
40.744,-73.979,40.761,-73.967,209
40.744,-73.992,40.75,-73.994,209
40.745,-73.976,40.727,-73.989,209
40.745,-73.983,40.742,-73.975,209
40.745,-73.985,40.753,-73.978,209
40.745,-73.995,40.741,-74.007,209
40.745,-73.999,40.759,-73.996,209
40.746,-73.978,40.756,-73.976,209
40.748,-74.004,40.74,-74.003,209
40.749,-73.992,40.726,-74.006,209
40.749,-73.992,40.741,-73.995,209
40.75,-73.979,40.759,-73.972,209
40.75,-73.991,40.731,-74,209
40.75,-73.991,40.744,-73.993,209
40.75,-73.991,40.761,-73.986,209
40.75,-73.992,40.739,-73.996,209
40.75,-73.992,40.748,-73.977,209
40.75,-73.992,40.758,-73.984,209
40.75,-73.992,40.758,-73.985,209
40.75,-73.992,40.762,-73.972,209
40.75,-73.992,40.767,-73.957,209
40.751,-73.968,40.757,-73.964,209
40.751,-73.97,40.774,-73.871,209
40.751,-73.979,40.76,-73.972,209
40.751,-73.991,40.74,-74.006,209
40.751,-73.991,40.741,-73.984,209
40.751,-73.991,40.754,-73.998,209
40.751,-73.994,40.751,-73.97,209
40.751,-73.994,40.782,-73.981,209
40.751,-73.995,40.758,-73.989,209
40.752,-73.976,40.739,-73.985,209
40.752,-73.978,40.747,-73.986,209
40.752,-73.978,40.752,-73.993,209
40.752,-73.978,40.762,-73.978,209
40.752,-73.982,40.743,-73.989,209
40.752,-73.99,40.752,-73.979,209
40.753,-73.978,40.72,-74.01,209
40.753,-73.989,40.748,-73.993,209
40.753,-73.996,40.756,-74.003,209
40.755,-73.968,40.753,-73.975,209
40.755,-73.968,40.757,-73.99,209
40.756,-73.991,40.764,-73.981,209
40.757,-73.97,40.75,-73.972,209
40.757,-73.99,40.763,-73.997,209
40.758,-73.989,40.768,-73.981,209
40.759,-73.985,40.757,-74.001,209
40.759,-73.996,40.768,-73.983,209
40.76,-73.98,40.768,-73.982,209
40.76,-73.986,40.748,-73.985,209
40.76,-73.986,40.771,-73.865,209
40.761,-73.961,40.764,-73.959,209
40.761,-73.961,40.778,-73.949,209
40.761,-73.987,40.762,-73.979,209
40.761,-73.991,40.734,-74.003,209
40.762,-73.975,40.751,-73.982,209
40.762,-73.978,40.751,-73.99,209
40.762,-73.979,40.705,-74.017,209
40.762,-73.979,40.756,-73.973,209
40.762,-73.984,40.748,-73.985,209
40.763,-73.96,40.78,-73.947,209
40.763,-73.97,40.75,-73.979,209
40.763,-73.97,40.776,-73.96,209
40.764,-73.965,40.774,-73.957,209
40.764,-73.973,40.752,-73.975,209
40.765,-73.964,40.77,-73.958,209
40.765,-73.971,40.776,-73.962,209
40.765,-73.988,40.75,-73.992,209
40.767,-73.963,40.775,-73.963,209
40.767,-73.983,40.761,-73.97,209
40.768,-73.982,40.759,-73.971,209
40.769,-73.863,40.753,-73.993,209
40.769,-73.985,40.76,-73.995,209
40.77,-73.863,40.759,-73.975,209
40.77,-73.864,40.75,-73.987,209
40.77,-73.864,40.767,-73.978,209
40.77,-73.96,40.781,-73.952,209
40.77,-73.961,40.783,-73.951,209
40.771,-73.96,40.779,-73.96,209
40.771,-73.964,40.757,-73.974,209
40.771,-73.966,40.781,-73.959,209
40.772,-73.953,40.779,-73.956,209
40.772,-73.961,40.759,-73.971,209
40.772,-73.963,40.786,-73.953,209
40.773,-73.967,40.763,-73.974,209
40.773,-73.982,40.763,-73.982,209
40.774,-73.871,40.705,-74.008,209
40.774,-73.871,40.708,-74.014,209
40.774,-73.871,40.76,-73.988,209
40.774,-73.874,40.709,-74.015,209
40.774,-73.874,40.757,-73.984,209
40.774,-73.981,40.75,-73.991,209
40.774,-73.981,40.765,-73.98,209
40.774,-73.982,40.787,-73.976,209
40.775,-73.958,40.782,-73.972,209
40.778,-73.957,40.774,-73.96,209
40.779,-73.978,40.773,-73.982,209
40.781,-73.95,40.768,-73.959,209
40.783,-73.955,40.772,-73.961,209
40.785,-73.973,40.779,-73.978,209
40.787,-73.978,40.78,-73.982,209
40.789,-73.955,40.78,-73.956,209
40.789,-73.976,40.783,-73.981,209
40.79,-73.948,40.78,-73.956,209
40.791,-73.975,40.784,-73.98,209
40.794,-73.967,40.777,-73.979,209
40.795,-73.972,40.775,-73.982,209
40.645,-73.777,40.75,-73.991,208
40.645,-73.782,40.721,-74.005,208
40.645,-73.782,40.742,-73.954,208
40.704,-74.009,40.721,-74.01,208
40.71,-74.015,40.774,-73.871,208
40.721,-73.994,40.732,-73.988,208
40.724,-73.988,40.743,-73.98,208
40.724,-73.988,40.746,-73.972,208
40.726,-73.992,40.741,-74.007,208
40.726,-74.004,40.745,-73.991,208
40.728,-74.003,40.749,-73.992,208
40.73,-73.99,40.746,-73.978,208
40.732,-73.982,40.762,-73.96,208
40.734,-73.99,40.74,-73.986,208
40.734,-73.99,40.749,-73.98,208
40.734,-73.999,40.747,-73.99,208
40.735,-73.99,40.756,-73.991,208
40.736,-73.985,40.744,-73.979,208
40.736,-73.998,40.749,-74.003,208
